,feature_id
2138,22162514
2139,22162500
2140,22162486
2141,22160296
2142,22160036
2143,22160312
2144,22160012
2145,22162494
2146,22160090
2147,22162498
2148,22160042
2149,22160352
2150,22160068
2151,22162496
2152,22161580
2153,22160402
2154,22162490
2155,22162480
2156,22160084
2157,22160054
2158,22160026
2159,22160000
2160,22160010
2161,22160050
2162,22160062
2163,22159964
2164,22160180
2165,22162464
2166,22160302
2167,22159942
2168,22160224
2169,22160234
2170,22160052
2171,22159940
2172,22160336
2173,22160174
2174,22161586
2175,22160116
2176,22160240
2177,22159944
2178,22160158
2179,22160006
2180,22159998
2181,22160122
2182,22160018
2183,22159992
2184,22160360
2185,22159900
2186,22160292
2187,22162470
2188,22160186
2189,22160188
2190,22159880
2191,22159932
2192,22160132
2193,22161588
2194,22160184
2195,22160192
2196,22159956
2197,22162420
2198,22162456
2199,22162454
2200,22159910
2201,22160272
2202,22159896
2203,22162410
2204,22160138
2205,22159898
2206,22160040
2207,22159810
2208,22160074
2209,22159852
2210,22159846
2211,22162406
2212,22160064
2213,22160190
2214,22159802
2215,22159818
2216,22162404
2217,22159858
2218,22159780
2219,22159792
2220,22160022
2221,22162434
2222,22161578
2223,22159832
2224,22160124
2225,22162418
2226,22162388
2227,22159772
2228,22162408
2229,22162398
2230,22159996
2231,22159798
2232,22162396
2233,22159786
2234,22162430
2235,22159972
2236,22162424
2237,22159960
2238,22162426
2239,22160106
2240,22162400
2241,22162394
2242,22162378
2243,22159854
2244,22162384
2245,22159868
2246,22159970
2247,22160126
2248,22159962
2249,22159840
2250,22162376
2251,22161570
2252,22159870
2253,22159826
2254,22161568
2255,22159982
2256,22160080
2257,22159796
2258,22159912
2259,22160004
2260,22162370
2261,22162342
2262,22159822
2263,22159974
2264,22159794
2265,22159830
2266,22159824
2267,22159800
2268,22159724
2269,22159930
2270,22159988
2271,22159680
2272,22159788
2273,22159922
2274,22159816
2275,22159976
2276,22159808
2277,22159806
2278,22159906
2279,22159938
2280,22159980
2281,22159766
2282,22159986
2283,22159926
2284,22159952
2285,22159768
2286,22159842
2287,22159882
2288,22159608
2289,22159762
2290,22159836
2291,22162366
2292,22159924
2293,22159764
2294,22159884
2295,22159626
2296,22159990
2297,22159718
2298,22159640
2299,22159968
2300,22159916
2301,22159790
2302,22162328
2303,22162380
2304,22159948
2305,22162346
2306,22159642
2307,22162756
2308,22160030
2309,22159720
2310,22159666
2311,22159704
2312,22162322
2313,22159688
2314,22162344
2315,22159530
2316,22159874
2317,22159614
2318,22159696
2319,22159624
2320,22162390
2321,22162338
2322,22162352
2323,22159618
2324,22159876
2325,22162368
2326,22159634
2327,22159616
2328,22159596
2329,22162392
2330,22159872
2331,22159550
2332,22159638
2333,22162334
2334,22162336
2335,22159592
2336,22159514
2337,22159576
2338,22162330
2339,22159586
2340,22159582
2341,22162298
2342,22159866
2343,22159620
2344,22159536
2345,22159864
2346,22159542
2347,22159510
2348,22159644
2349,22159454
2350,22162314
2351,22159708
2352,22162312
2353,22159602
2354,22159508
2355,22159674
2356,22159600
2357,22161558
2358,22159598
2359,22159606
2360,22159572
2361,22159438
2362,22162294
2363,22159632
2364,22159714
2365,22162300
2366,22158948
2367,22159492
2368,22159532
2369,22159516
2370,22159668
2371,22159502
2372,22159466
2373,22159570
2374,22162318
2375,22159742
2376,22159464
2377,22159744
2378,22159672
2379,22159562
2380,22159460
2381,22158942
2382,22162288
2383,22159656
2384,22159500
2385,22159458
2386,22158944
2387,22159480
2388,22159470
2389,22159556
2390,22159494
2391,19490446
2392,22159440
2393,22158936
2394,22161566
2395,22159670
2396,22159612
2397,22159484
2398,22158938
2399,22159428
2400,22159478
2401,19488400
2402,22159560
2403,22159456
2404,22159588
2405,22159558
2406,22159552
2407,22159486
2408,22159568
2409,22159610
2410,22159444
2411,22158916
2412,22159498
2413,22158928
2414,22159524
2415,22158914
2416,22159434
2417,22159578
2418,22161548
2419,22159424
2420,22159522
2421,22161550
2422,22158912
2423,22158570
2424,22159412
2425,22159534
2426,22158902
2427,22158904
2428,22158584
2429,22158578
2430,22159410
2431,22158574
2432,19486532
2433,22158572
2434,22159404
2435,22158694
2436,22159414
2437,22158566
2438,22158550
2439,22158580
2440,22159408
2441,22158534
2442,22158520
2443,22158538
2444,22158526
2445,22158556
2446,22158554
2447,22158506
2448,22158532
2449,22158522
2450,22158540
2451,22158504
2452,22158542
2453,22158514
2454,22158518
2455,22158512
2456,22158516
2457,22158500
2458,22158502
2459,22164364
2460,22162196
2461,22162148
2462,22162108
2463,22170604
2464,22161798
2465,22162880
2466,22162770
2467,22160862
2468,22163224
2469,22163634
2470,22164504
2471,22164808
